id,condition,emotionally,treated,lovecountry,respect,decency,math,weak,unfairly,betray,traditions,disgusting,cruel,rights,loyalty,chaos,god,compassion,fairly,history,kidrespect,harmlessdg,good,animal,justice,family,sexroles,unnatural,kill,rich,team,soldier,chastity,102,103,104,105,108,109,110,111,112,113,114,201,202,203,204,205,206,207,208,303,402,403,404,405,406,408,409,410,411,501,502,503,504,507,509,510,601,602,603,604,605,608,610,611,612,614,701,702,703,704,705,706,707,709,710,711,712,713,714,715,716,801,802,803,804,805,808,810
6,after,5,5,0,1,1,0,5,5,2,1,1,5,5,2,3,0,5,5,0,3,2,5,5,5,3,1,1,5,4,2,2,1,3,4,3,5,4,3,3,4,4,3,4,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,5,5,4,4,5,5,4,4,4,4,3,3,4,4,4,4,3,4,4,5,3,5,4,5,5,4,4,5,3,3,5,3,5,4,5,5,5,5,4,4,4
7,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,3,4,3,4,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,3,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
8,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,4,3,3,5,4,3,3,5,5,4,5,5,5,5,5,4,4,4,3,4,5,4,3,4,5,3,3,4,3,3,3,3,4,4,4,4,5,3,5,5,4,4,5,3,5,4,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,2,5,3
9,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,5,4,4,3,4,4,3,3,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,3,3,3,3,3,3,3,4,4,4,4,5,4,5,5,5,5,5,4,5,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,4
10,after,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,4,3,5,4,4,3,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,3,4,5,3,5,4,5,4,5,3,5,4,5,4,4,5,5,3,4,5,3,5,4,5,5,5,5,2,5,4
11,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,3,5,5,4,4,4,4,4,4,3,4,4,4,4,5,3,5,4,4,5,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,2,5,4
12,after,5,5,0,2,2,0,5,5,3,2,1,5,5,3,4,0,5,5,0,4,2,5,5,5,3,1,1,4,4,2,2,1,2,4,3,5,5,3,3,5,4,3,4,5,5,4,5,5,5,5,5,4,5,2,4,5,5,5,3,5,5,4,4,5,5,3,4,3,4,3,4,4,5,3,5,4,4,4,5,4,5,2,5,4,3,4,5,3,3,5,3,5,4,5,5,5,5,3,5,4
13,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,2,3,5,5,4,4,5,5,5,5,4,4,3,4,4,5,4,3,4,5,3,3,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,3,4,3,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,3
14,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,3,3,4,3,2,3,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,2,2,3,3,2,2,2,4,4,4,4,4,3,5,3,4,3,4,4,4,3,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,4
15,after,5,5,1,1,1,0,5,5,1,1,3,5,5,1,4,1,5,5,3,3,2,5,5,5,4,0,1,4,4,2,2,1,3,4,4,4,4,3,3,5,4,3,3,5,5,4,4,5,5,5,5,4,4,4,4,5,5,4,3,4,5,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,5,4,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,3,5,3
16,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,5,4,3,5,4,3,3,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,3,5,5,4,4,4,4,4,4,4,4,5,4,5,5,4,5,4,5,5,5,3,5,4,5,4,5,5,5,5,3,5,3,5,3,5,5,5,5,3,5,3
17,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,3,4,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5
18,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,2,3,3,5,5,4,5,5,5,5,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,5,4,3,4,5,4,3,4,4,5,5,5,5,5,5,4,5,3
19,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,3,4,5,5,4,3,4,5,2,3,3,3,2,3,3,4,4,3,4,4,3,4,3,4,4,4,3,4,3,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,3,5,4
20,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,2,3,5,5,4,5,5,5,5,5,4,4,4,3,4,5,5,2,5,5,4,4,5,5,4,4,3,4,4,4,4,5,4,5,4,5,4,5,3,5,4,5,4,4,5,5,3,2,5,3,5,4,5,5,5,5,3,5,3
21,after,5,5,0,1,1,0,5,5,1,1,2,5,5,1,2,0,5,5,0,2,1,5,5,5,3,0,0,5,4,1,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,3,5,5,5,5,5,5,4,4,4,4,5,4,3,4,5,4,4,4,4,3,4,3,3,4,3,4,4,2,5,3,4,3,4,2,5,3,5,3,3,3,5,2,2,5,2,5,3,5,5,5,5,5,5,5
22,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,5,4,3,3,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,4,4,4,4,3,4,3,5,4,4,4,5,4,5,4,4,4,4,3,5,4,5,4,4,4,5,3,3,5,3,5,4,5,5,5,5,4,5,4
23,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,3,2,4,3,3,3,5,5,4,5,5,5,5,5,4,4,3,4,4,5,4,3,4,5,3,3,3,4,3,3,2,4,4,4,4,4,3,5,4,4,3,4,3,5,4,5,3,4,4,5,4,3,5,3,5,4,5,5,5,5,4,5,3
24,after,5,5,2,4,3,0,5,5,4,3,3,5,5,4,4,2,5,5,3,4,2,5,5,5,3,2,2,4,3,3,2,2,4,5,3,5,5,4,3,5,4,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,3,4,4,3,3,3,4,4,4,4,4,3,5,4,4,4,5,3,5,4,5,4,5,4,5,3,3,5,4,5,5,5,5,5,5,2,5,3
25,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,2,3,4,3,2,3,5,5,4,4,4,5,5,5,4,3,3,3,4,4,4,2,4,5,3,3,4,4,3,3,3,3,3,2,3,4,2,4,3,4,3,4,2,4,3,5,3,3,4,4,4,3,5,3,5,4,5,5,5,5,3,5,2
26,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,4,3,4,3,3,3,5,5,4,5,5,5,5,5,5,4,3,4,4,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,3
27,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,5,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,1,5,2
28,after,5,5,0,0,0,0,5,5,0,0,1,5,5,0,3,0,5,5,0,0,1,5,5,5,1,0,0,2,3,1,0,0,3,4,3,5,5,3,3,4,4,3,4,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,4,4,5,4,3,4,3,4,4,4,4,4,3,5,4,4,4,4,3,5,4,5,5,4,5,5,3,3,5,3,5,3,5,5,5,5,2,4,3
29,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,2,3,5,5,4,5,4,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,3,5,4,4,4,5,3,3,5,3,5,4,5,5,5,5,3,5,3
30,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,3,2,2,4,3,3,3,5,5,3,5,4,5,5,5,4,4,4,3,4,5,5,2,5,5,3,4,5,5,4,4,3,3,4,3,4,4,3,5,3,4,4,4,2,4,2,5,4,3,3,4,3,2,5,3,5,4,5,5,5,5,2,5,3
31,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,3,4,3,4,4,5,4,5,4,5,5,5,4,5,4,3,5,3,5,4,5,5,5,5,5,5,5
32,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,5,4,4,4,5,5,5,3,5,5,4,3,5,4,4,4,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,5,4,3,5,3,5,4,5,5,5,5,4,5,5
33,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,3,3,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,5,3,5,4,5,5,4,5,5,4,3,5,3,5,4,5,5,5,5,3,4,3
34,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,2,3,5,5,4,5,5,5,5,5,4,4,4,3,4,5,5,4,5,5,3,3,3,3,3,3,3,4,3,4,4,5,3,4,3,4,4,4,3,4,3,5,3,4,4,5,4,2,5,4,5,4,5,5,5,5,3,4,3
35,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,4,4,4,5,4,3,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,3,5,5,4,4,4,4,4,4,3,4,5,4,5,5,4,5,4,5,5,4,4,4,3,5,4,4,4,4,3,4,5,4,5,4,5,5,5,5,4,5,4
36,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,5,4,3,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,3,3,5,5,3,3,3,4,4,4,4,5,4,5,4,5,4,5,2,5,3,5,4,5,4,5,3,3,5,3,5,3,5,5,5,5,4,5,4
37,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,4,5,5,5,4,4,3,3,4,5,4,3,4,5,3,3,4,4,3,3,2,3,4,3,4,4,3,4,4,4,4,4,2,4,3,5,4,4,4,5,4,3,5,2,5,3,5,5,5,5,4,5,4
38,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,3,3,4,5,4,3,4,4,3,3,3,4,3,4,3,3,3,4,4,4,3,4,3,4,3,4,3,4,3,5,4,3,3,4,3,3,4,3,5,3,5,5,5,5,4,4,4
39,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,3,4,4,5,5,3,5,5,2,2,2,2,2,2,2,4,4,4,4,4,3,5,3,4,4,3,3,3,3,5,4,3,3,5,3,2,5,3,5,4,5,5,5,5,2,5,2
40,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,3,3,4,3,3,3,5,5,4,4,4,5,5,5,4,4,3,3,4,5,4,3,4,5,4,4,4,4,3,4,3,3,4,3,4,4,3,5,4,5,4,5,5,5,4,5,5,4,5,5,5,3,5,4,5,5,5,5,5,5,3,5,3
41,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,4,0,5,5,0,0,2,5,5,5,2,0,0,5,5,2,0,0,3,4,3,4,4,3,2,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,5,5,4,4,5,5,4,4,4,4,4,4,4,3,3,5,4,4,4,4,3,5,4,5,4,4,4,5,5,3,5,3,5,4,5,5,5,5,2,5,4
42,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,4,5,4,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,2,5,4
43,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,5,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,2,4,3,5,4,3,3,4,4,2,3,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,3,5,5,4,4,4,4,3,4,3,5,5,4,5,4,3,5,4,4,4,4,3,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,2,5,4
44,after,5,5,3,3,4,0,5,5,4,3,4,5,5,4,4,3,5,5,3,4,3,5,5,5,4,3,3,4,4,4,3,3,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,3,4,5,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,5,4,4,4,5,3,3,5,3,5,4,5,5,5,5,4,5,4
45,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,4,5,5,4,3,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,4
46,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,4,4,5,4,5,4,4,3,4,4,5,4,3,4,5,2,2,2,2,2,2,2,5,4,4,5,4,3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,2,5,4,5,4,5,5,5,5,3,4,3
47,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,3,4,4,4,3,4,5,5,4,5,5,5,5,5,4,4,4,3,5,5,5,4,5,5,4,4,5,5,4,5,4,4,4,3,4,4,4,5,4,4,4,5,3,5,4,5,4,4,4,5,4,3,5,3,5,4,5,5,5,5,3,5,3
48,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,5,3,3,3,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,3,5,3
49,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,3,4,5,5,4,4,4,4,4,4,5,4,3,5,4,4,4,5,4,4,3,5,3,4,5,5,3,2,5,3,5,4,5,5,5,5,3,5,3
50,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,5,4,3,5,4,3,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,5,5,5,5,5,5,4,4,4,4,5,4,4,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,3,5,3,5,4,5,5,5,5,3,5,3
51,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,4,4,5,4,5,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,2,4,3
52,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,3,5,4
53,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,3,3,4,4,2,3,5,5,4,5,5,5,5,5,3,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,4,5,4
54,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,3,4,4,3,2,4,3,3,3,5,5,4,5,5,5,5,5,4,5,4,3,5,5,4,3,4,5,3,4,4,3,3,3,3,4,4,3,4,4,2,4,4,3,3,4,2,3,3,4,3,2,2,3,3,2,4,2,4,2,5,5,5,5,4,5,3
55,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,3,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,2,4,5,4,4,4,4,3,3,3,5,4,4,5,5,3,5,4,5,4,5,4,5,4,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,3,5,3
56,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,2,3,4,3,2,3,5,5,4,5,4,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,4,4,5,4,5,4,5,5,5,5,5,5,4
57,after,5,5,0,1,3,0,5,5,4,2,3,5,5,4,4,0,5,5,0,1,2,5,5,5,3,1,1,5,4,3,0,2,2,4,3,5,4,3,3,5,4,2,4,5,5,4,5,5,5,5,5,5,4,3,4,4,4,4,3,4,5,3,4,5,5,3,4,3,4,5,4,4,4,4,5,4,4,2,5,3,5,4,5,4,5,5,5,4,2,5,4,5,4,5,5,5,5,3,3,3
58,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,3,4,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,5,4,5,4,5,5,5,5,4,5,4
59,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,4,4,4,5,4,3,4,5,3,3,4,4,3,3,3,4,4,4,4,4,3,5,5,4,4,5,4,5,4,5,4,5,5,5,4,3,5,4,5,4,5,5,5,5,3,5,3
60,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,3,4,5,4,4,4,4,4,4,4,4,4,3,4,5,3,4,3,4,4,5,3,4,3,5,4,4,4,5,3,3,5,3,5,3,5,5,5,5,3,4,3
61,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,4,5,5,5,5,4,4,4,3,4,5,4,3,4,5,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,3,4,3,4,3,4,4,3,3,4,3,3,5,3,5,3,5,5,5,5,3,4,3
62,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,3,3,4,4,3,3,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,5,4,4,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,5,3,3,5,3,5,3,5,5,5,5,3,5,3
63,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,4,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,2,4,3,5,4,3,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,3,3,5,4,3,3,3,4,5,5,5,5,3,5,4,5,4,5,3,5,4,5,4,4,4,5,4,2,5,3,5,3,5,5,5,5,2,5,2
64,after,5,5,2,3,3,0,5,5,4,3,3,5,5,4,4,2,5,5,3,4,3,5,5,5,3,2,2,4,4,3,2,3,3,4,4,4,4,3,4,4,4,3,3,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,3,5,5,5,3,4,4,4,4,3,5,5,4,5,4,4,3,5,4,5,3,5,5,4,4,5,4,4,5,2,5,4,5,5,5,5,3,5,4
65,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,5,4,5,4,4,4,5,4,3,5,4,5,3,5,5,5,5,4,4,3
66,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,5,3,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,3,4,3,5,3,4,4,5,5,3,5,4,5,4,5,5,5,5,3,5,4
67,after,5,5,0,1,2,0,5,5,3,2,2,5,5,3,4,0,5,5,0,2,1,5,5,5,3,1,1,4,4,2,1,1,3,4,3,4,4,3,3,4,4,3,3,5,4,4,5,4,5,5,5,4,4,3,4,4,5,4,3,4,5,3,4,5,5,4,4,3,3,3,4,3,4,3,4,3,4,4,4,3,5,3,5,4,4,3,5,4,3,5,3,5,4,5,5,5,5,3,5,4
68,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,3,4,3,4,4,3,4,4,3,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,3,5,3,5,5,5,5,3,5,3
69,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,4,5,5,5,4,4,4,4,4,5,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,4,3,4,3,5,3,3,3,4,3,2,4,2,5,2,5,5,5,5,4,5,4
70,after,5,5,0,0,0,0,5,5,0,0,0,5,5,0,4,0,5,5,0,0,0,5,5,5,0,0,0,5,4,0,0,0,4,5,4,5,5,5,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,5,4,5,3,5,5,5,4,4,5,5,5,3,5,4,5,4,5,5,5,5,3,5,3
71,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,4,4,5,4,3,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,3,3,3,4,3,3,3,4,5,4,4,5,3,5,4,5,4,5,4,5,3,5,4,3,4,5,3,3,5,3,5,3,5,5,5,5,3,5,4
72,after,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,3,4,4,3,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,3,4,5,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,5,3,4,4,5,4,3,5,3,5,3,5,5,5,5,3,4,3
